Game_ID,PTS,REB,AST,PLUS_MINUS
0022400570,0.41379310344827586,0.21428571428571427,0.46153846153846156,1.0
0022400552,0.27586206896551724,0.21428571428571427,0.38461538461538464,0.3409090909090909
0022400504,0.27586206896551724,0.5714285714285714,0.38461538461538464,0.4090909090909091
0022400491,0.3793103448275862,0.7857142857142857,0.46153846153846156,0.38636363636363635
0022400477,0.6896551724137931,0.07142857142857142,0.38461538461538464,0.7727272727272727
0022400468,0.9655172413793104,0.07142857142857142,0.38461538461538464,0.7727272727272727
0022400454,0.4482758620689655,0.14285714285714285,0.3076923076923077,0.4318181818181818
0022400408,0.7241379310344828,0.14285714285714285,0.5384615384615384,0.7727272727272727
0022400404,0.6206896551724138,0.6428571428571429,0.6153846153846154,0.6590909090909091
0022400376,0.7586206896551724,0.35714285714285715,0.23076923076923078,0.9090909090909091
0022400372,0.3103448275862069,0.2857142857142857,0.3076923076923077,0.9772727272727273
0022401220,0.27586206896551724,0.42857142857142855,0.38461538461538464,0.6818181818181818
0022400334,1.0,0.5714285714285714,0.6153846153846154,0.75
0022400321,0.6551724137931034,0.21428571428571427,0.38461538461538464,0.20454545454545456
0022400318,0.0,0.42857142857142855,0.07692307692307693,0.045454545454545456
0022400311,0.5862068965517241,0.21428571428571427,0.8461538461538461,0.6818181818181818
0022400048,0.06896551724137931,0.42857142857142855,0.23076923076923078,0.4090909090909091
0022400296,0.20689655172413793,0.5714285714285714,0.6153846153846154,0.7727272727272727
0022400039,0.27586206896551724,0.42857142857142855,0.5384615384615384,0.0
0022400270,0.27586206896551724,0.2857142857142857,0.3076923076923077,0.11363636363636363
0022400263,0.7241379310344828,0.5714285714285714,0.3076923076923077,0.5
0022400026,0.5517241379310345,0.0,0.6923076923076923,0.5681818181818182
0022400231,0.3793103448275862,0.35714285714285715,0.15384615384615385,0.7045454545454546
0022400015,0.1724137931034483,1.0,0.6923076923076923,0.75
0022400225,0.8620689655172413,0.7142857142857143,0.8461538461538461,0.75
0022400211,0.3103448275862069,0.5714285714285714,1.0,0.9772727272727273
0022400195,0.3793103448275862,0.7142857142857143,0.7692307692307693,0.9545454545454546
0022400174,1.0,0.35714285714285715,0.23076923076923078,0.20454545454545456
0022400156,0.3448275862068966,0.42857142857142855,0.6153846153846154,0.3181818181818182
0022400137,0.5862068965517241,0.2857142857142857,0.5384615384615384,0.9318181818181818
0022400118,0.5517241379310345,0.2857142857142857,0.0,0.29545454545454547
0022400111,0.034482758620689655,0.21428571428571427,0.38461538461538464,0.29545454545454547
0022400096,0.7586206896551724,0.8571428571428571,0.5384615384615384,0.9772727272727273
0022400085,0.3793103448275862,0.14285714285714285,0.38461538461538464,1.0
0022400062,0.20689655172413793,0.21428571428571427,0.07692307692307693,0.5454545454545454
